"parameter","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"alpha1",0.194409709973813,0.106229513650277,-0.0124143670950242,0.123274107037501,0.191191881552185,0.265409491308245,0.413334358267257,1.18822259479101,13,1,0.966
"alpha2",-0.515771230216658,0.0556148712176017,-0.630916284692941,-0.551027857787896,-0.513392491909516,-0.475956687995329,-0.414582314443676,1.00111926908729,1132,0,1
"alpha3",0.123217465252588,0.0408271036509959,0.044368802489129,0.0959122865229656,0.123761570019433,0.150677321665016,0.205412826751082,1.00473233017973,488,0,0.999333333333333
"alpha4",-0.448766311908991,0.0610669666309084,-0.56580883012366,-0.49082773030914,-0.449049171069714,-0.407095763373691,-0.329913759162995,1.01170882869699,136,0,1
"alpha5",10.0631716148408,0.0941303822858453,9.88114499340982,10.0047732076473,10.0597876804533,10.1236621524066,10.2516860852006,1.00064046691253,1325,0,1
"alpha6",4.91555784302007,0.234912531435213,4.46582797034076,4.75468146279204,4.91395722059735,5.07492513196814,5.40051365972274,1.00257246445244,478,0,1
"beta1w",-0.00494771629189945,0.000259781235981511,-0.00549953265055066,-0.00510873250000364,-0.00494802057076687,-0.00476612618231212,-0.00446349257677846,1.33064295039652,8,0,1
"beta21",1.29506884488684,0.125855498297289,1.03843121306623,1.21039396859145,1.2952023518896,1.38215155017251,1.53682407456224,1.04335960941754,49,0,1
"beta31",-0.769026745058694,0.135745415489563,-1.05074388722403,-0.857267148653558,-0.766188262965846,-0.68108224390509,-0.507466448698654,1.02397533112951,72,0,1
"beta32",0.884099970418691,0.0739194535866129,0.739845389873413,0.836045428606594,0.886198952790271,0.934291810043953,1.02734830755434,1.00038651210246,1500,0,1
"beta41",0.349728818735767,0.151219876712911,0.0630822885349657,0.243224832084619,0.348512652095803,0.458070063290566,0.62808298992645,1.00084832695998,1325,0,0.990666666666667
"beta42",-0.215700465156371,0.0896189087601492,-0.385826780154231,-0.278067120428585,-0.218520715247475,-0.155099287582769,-0.0370366262809161,1.00385659120473,1500,0,0.994666666666667
"beta43",1.14804653972722,0.0782480884256799,0.989692149319104,1.09689248765652,1.14636320382146,1.20118703422716,1.30267856041421,1.00235978393858,537,0,1
"beta51",1.59396724235252,0.185515968796405,1.22634713133437,1.47195430173702,1.5937429073719,1.71227265815764,1.96383768217701,1.03162241066925,61,0,1
"beta52",-1.41884494859693,0.117302399677505,-1.6443900497528,-1.50000657782692,-1.41907214512062,-1.34025326452857,-1.18582174472345,1.01169946996629,198,0,1
"beta53",0.943585814174715,0.108590812378762,0.730504668222026,0.868371537001835,0.944927665020911,1.01583542646596,1.14814782722817,1.01750191415439,90,0,1
"beta54",-1.09506316016643,0.117021738472812,-1.32995094814438,-1.1756090393616,-1.09350524712353,-1.01649451314449,-0.86504183090461,1.00571647838301,414,0,1
"beta61",0.989745504888447,0.288991201150513,0.45878606915331,0.791337279797508,0.977201547815787,1.18692934465996,1.56199212885566,1.00255495637205,483,0,1
"beta62",0.31778760735947,0.150492176357126,0.0366162230933329,0.213523159790104,0.318280709742105,0.41625226599646,0.617539218095867,1.00035574623448,1500,0,0.984666666666667
"beta63",-0.784554726272034,0.155854860937523,-1.09324570514862,-0.893820937887827,-0.783122201597353,-0.677187152903433,-0.485876261714452,1.01209765385792,488,0,1
"beta64",0.543143581466634,0.170943363792116,0.20375755434056,0.430161056876082,0.548711901831452,0.649087577789982,0.898808907856188,1.02441566200242,87,0,1
"beta65",0.516416755279199,0.020718139273966,0.478069850455256,0.501857749794921,0.516186669433927,0.531024566137005,0.555394824900082,1.00295666521566,422,0,1
"sigma5",3.06334237582932,0.032075017643818,3.00113383948972,3.04196582062016,3.06357756414424,3.08481482534124,3.12668256751758,1.00332555560599,687,0,1
"sigma6",3.97122460981979,0.0400928811149445,3.89326186251041,3.94489963005176,3.97214210298751,3.9969303512234,4.05095110423727,0.999563499156613,1500,0,1
"tau5",0.106598640480385,0.00223260727132376,0.102289820263792,0.105085259589762,0.106547248742568,0.108066563195017,0.11102717304094,1.00296773253093,721,0,1
"tau6",0.0634284209295989,0.00128191266457079,0.0609376919715293,0.0625960370671019,0.0633797389571365,0.0642581302658424,0.0659739939598655,0.999563494811692,1500,0,1
"nr_int_1",-0.254126990230493,0.11070420415485,-0.457472163835044,-0.326594569023406,-0.260149205804278,-0.188045723751696,-0.00758813837723981,1.0062970313686,516,0,0.979333333333333
"nr_int_2",0.347719299845606,0.24727622733335,-0.10478559252766,0.177971785085732,0.343356175272815,0.507225310682695,0.848888061072025,1.0054215640696,1094,1,0.918
"nr_int_3",-1.89290013752047,0.124809043695901,-2.10721854856498,-1.98163090471571,-1.90418333998593,-1.80718528977601,-1.63697540358614,1.02758504585112,61,0,1
"nr_int_4",-1.75322763028128,0.109732960005325,-1.96291575592077,-1.83202025404286,-1.74726498646149,-1.67779510035869,-1.54300470389647,1.05305854959977,55,0,1
"nr_int_5",-2.15763020309375,0.114067896617531,-2.38834081938218,-2.23283404826201,-2.15878172779901,-2.0811275421924,-1.94648653752178,1.00945778324339,162,0,1
"nr_int_6",-2.36119776508456,0.115212591961306,-2.60135389032967,-2.43048131755924,-2.36129058868622,-2.28412686527303,-2.14496539935379,1.00017021192395,1500,0,1
"T1_imputed_total",261556.973333333,11656.2139188176,240898.75,253317.5,260980,269180,285193.5,1.00342324431975,400,0,1
"T2_imputed_total",1347287.08,32836.2919656534,1284877.5,1325532.5,1350665,1370975,1404444,1.00024050974138,1500,0,1
"T3_imputed_total",2037253.64,14919.0723314114,2008944.75,2027542.5,2037190,2046680,2067563.75,1.00321899681365,618,0,1
"T4_imputed_total",1838384.89333333,23071.7611558049,1794501.5,1822465,1838670,1854385,1882432,1.02711425966315,62,0,1
"T5_imputed_total",32600704.9593186,68299.47413958,32468324.6465731,32557250.6822804,32600568.6241229,32648888.2231595,32732646.3948066,1.00392910648104,351,0,1
"T6_imputed_total",33767186.876105,128096.201735082,33512735.5899227,33685020.7577778,33769408.4796672,33854678.3622436,34014850.2853718,1.00096923380947,1500,0,1
"deviance",118506.373887136,126.852234642449,118253.700796634,118418.347596305,118507.448799991,118592.035582787,118749.083112706,1.01523278661509,102,0,1
