"parameter","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"beta51",2.31107668778844,0.183864538655758,1.97253406613329,2.18088118647388,2.31260582608592,2.43505413844264,2.68449150577248,1.01580283905307,98,0,1
"beta52",-1.69413375896182,0.10975664678174,-1.90830324289327,-1.77012971600512,-1.69319052669369,-1.62121920383199,-1.47886336769801,1.00051205265199,1500,0,1
"beta53",1.02154436734854,0.107520305060407,0.822373336597228,0.945984197687084,1.01926407104395,1.09242931173254,1.23491679753289,1.00062238155516,1500,0,1
"beta54",-1.119803986822,0.121395483759004,-1.35062243341341,-1.20345908723781,-1.1204465839444,-1.03391928801927,-0.883957824523428,1.00529118067541,669,0,1
"beta61",0.844515146244604,0.293784124890463,0.293935076255652,0.644591949319485,0.834977592525368,1.05633706214552,1.40906785521011,1.00623607248999,402,0,1
"beta62",0.761451532086857,0.169437700513658,0.439698476244363,0.639155567761709,0.766841059829211,0.877527849075335,1.09807753323454,0.999943671920777,1500,0,1
"beta63",-1.1430457041966,0.145368978776576,-1.42995811419514,-1.24044481253428,-1.14043126178117,-1.04791502634855,-0.861051424925275,1.00154633057748,1500,0,1
"beta64",0.922789909579755,0.165343315082881,0.587941113472507,0.813845796822185,0.928976126315602,1.04103620764683,1.22577477464575,1.00415127744111,318,0,1
"beta65",0.513146008403121,0.0222326509291433,0.471711244392882,0.498756616550822,0.513375927934848,0.52783432489055,0.556619485475396,0.999759267179757,1500,0,1
"sigma5",3.01707206731789,0.0334079745507889,2.9526987048217,2.99330816215411,3.0166722873311,3.04076966457805,3.08416320598191,1.01207185223752,225,0,1
"sigma6",3.88547436727098,0.0426790046762839,3.80255836495499,3.85628088272878,3.88449912280782,3.91340735723482,3.97351284261921,1.00043944327866,1500,0,1
"tau5",0.109897617188415,0.00243413803184307,0.105129673593285,0.108151600804894,0.109886346126766,0.111608466296091,0.11469955501982,1.01301441578785,213,0,1
"tau6",0.0662626636535741,0.00145482583335993,0.0633360184272918,0.0652964973994057,0.0662719797608252,0.0672454154717829,0.0691589232859289,1.00018445185347,1500,0,1
"nr_int_1",-0.103767943539487,0.154893757938855,-0.382908980959431,-0.212327630418278,-0.10751630267228,0.00128598212578408,0.206397842111678,1.32641466820576,8,1,0.746666666666667
"nr_int_2",0.447247915032284,0.218117495221343,0.0543576053621911,0.292266042025461,0.440335854565805,0.606871025713431,0.864678686494071,1.01975870066104,85,0,0.994666666666667
"nr_int_3",-1.75359263464503,0.126888380543814,-2.01872700828237,-1.83807282262768,-1.74060112677906,-1.66590786646584,-1.52505842747006,1.01521574256069,1500,0,1
"nr_int_4",-2.08404444519969,0.114168379595356,-2.28710553254823,-2.17055970550378,-2.08769805328412,-2.0057841507623,-1.83555078336856,1.08090389039315,33,0,1
"nr_int_5",-2.26964115725313,0.131163161865984,-2.54161848319335,-2.35582100959351,-2.26126358628102,-2.17198322461644,-2.0475668513774,1.02086455242328,438,0,1
"nr_int_6",-2.30181571903146,0.139001474479382,-2.57650781574366,-2.39530861743856,-2.29720768612584,-2.21798313567056,-2.00887396952749,1.11112989405848,21,0,1
"T1_imputed_total",255800.113333333,13049.5679342013,229984.25,246882.5,255635,264652.5,281976.75,1.01955827716493,263,0,1
"T2_imputed_total",1373883.92,28268.2785883724,1318284.75,1355012.5,1374335,1394902.5,1426122.5,1.00305934447163,882,0,1
"T3_imputed_total",2051044.17333333,13292.5479098847,2023954,2042202.5,2051020,2059937.5,2077211.5,0.999879772460401,1500,0,1
"T4_imputed_total",1806765.80666667,24103.9324410362,1759576.25,1790327.5,1806280,1823217.5,1854525.25,1.00302926330042,437,0,1
"T5_imputed_total",32231092.6341797,61076.2984795779,32114552.7104545,32190268.5172835,32232558.1364198,32271978.6195406,32350494.0663758,1.00493778969791,370,0,1
"T6_imputed_total",33664063.7315574,133026.817912487,33412913.0428996,33572911.7417275,33665635.3474203,33751623.6237824,33931409.6504036,0.999555275262822,1500,0,1
"deviance",116834.73870491,136.05528381017,116557.117628432,116743.222919985,116840.956394199,116925.876656065,117089.933959151,1.01914061328845,104,0,1
