"parameter","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"sigma6",3.97281277875888,0.0406237260884314,3.89498631482174,3.94397567765832,3.97205016350816,4.00015985041973,4.05193962216542,1.00816952963965,319,0,1
"tau5",0.11229725432158,0.00253365767363515,0.107692476363681,0.110458652002888,0.112245319261081,0.11398592920993,0.117432881739723,0.999503480862328,1500,0,1
"tau6",0.0633782118788312,0.00129676088663286,0.060907962713608,0.0624950049780005,0.0633826730424479,0.0642882411519602,0.0659155888535776,1.00858948516499,304,0,1
"nr_int_1",-0.0736692648874105,0.119802221145064,-0.309209291452935,-0.154767294806252,-0.0803860847351212,0.00800099354684222,0.168143172584014,1.01727536746472,179,1,0.73
"nr_int_2",0.733621801813104,0.261504267406179,0.180152380636524,0.573752669674001,0.72127744824374,0.881124088509039,1.28669059132202,1.05731436926409,74,0,0.995333333333333
"nr_int_3",-2.03348835580173,0.137069229513314,-2.32598933448938,-2.12175656601926,-2.02178171310435,-1.93009046661178,-1.80616922748617,1.05759948237873,112,0,1
"nr_int_4",-1.84326460202444,0.102380585409294,-2.03788732927912,-1.91625240771206,-1.84794807933654,-1.77642530192268,-1.63491165125325,1.01296726441726,347,0,1
"nr_int_5",-2.01826161261645,0.138366901716668,-2.26396801624678,-2.12325945911994,-2.02924809826116,-1.91242895714021,-1.74444075034413,1.05568099250928,33,0,1
"nr_int_6",-2.34780968162757,0.117002972325097,-2.58484465596024,-2.42016337967178,-2.35108477797094,-2.27975591421812,-2.09317072415326,1.02830471720667,196,0,1
"T1_imputed_total",271123.046666667,13143.4618820405,244725,262047.5,271195,280042.5,297047,1.0041933250211,316,0,1
"T2_imputed_total",1353191.68,29789.7894556979,1295015.25,1332180,1353470,1374012.5,1410006.25,1.01237725366055,201,0,1
"T3_imputed_total",2089273.50666667,12767.9694600477,2065372,2080352.5,2089240,2098102.5,2114960.5,0.999613587639048,1500,0,1
"T4_imputed_total",1852105.55333333,22761.1616592946,1808119,1836250,1851920,1867532.5,1898276.25,1.00593389414612,336,0,1
"T5_imputed_total",32231094.3370154,62458.5367015664,32110861.7375575,32187910.3482222,32230021.5939313,32272690.0544231,32354130.9263203,0.999962061290033,1500,0,1
"T6_imputed_total",33462791.3677631,124026.761193189,33226653.1808413,33382886.0782472,33458707.7637015,33546322.4841277,33701155.4792652,1.00113281475126,1500,0,1
"deviance",117832.682362047,115.619362795303,117599.278895173,117754.643298429,117834.24228826,117909.312732709,118058.873242329,1.00518213558614,343,0,1
