"parameter","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"sigma5",3.03106111511751,0.0341499903691537,2.96683004696078,3.00742800145875,3.03031930293241,3.05478491232454,3.09704092943862,1.00434533263661,315,0,1
"sigma6",3.98526454471631,0.0416481054888013,3.90479982319023,3.95917613692009,3.98604165866356,4.01153118496662,4.07071275223992,1.00774729043293,265,0,1
"tau5",0.108886939946345,0.00245241317422461,0.10425721279059,0.107161485709622,0.10889883043052,0.110562925892687,0.113609520249723,1.00463601769212,311,0,1
"tau6",0.0629836794248202,0.00131815499026177,0.0603474724540729,0.0621412027520725,0.0629384920641088,0.0637955452560986,0.0655846872700291,1.00848489605612,255,0,1
"nr_int_1",-0.116952452470205,0.147353606951674,-0.383326569982737,-0.214372208472835,-0.126402793639667,-0.0188545204395526,0.19890497005015,1.00345215778303,1337,1,0.780666666666667
"nr_int_2",0.236477998621821,0.290606618908762,-0.376867486347068,0.0385228410921161,0.282152213588154,0.444203597643586,0.696831280746983,1.01454207699869,483,1,0.781333333333333
"nr_int_3",-2.22145707061286,0.138282001730366,-2.50066809156231,-2.31104886002403,-2.21374149211898,-2.12768844126905,-1.97100291577792,1.0119474663183,1500,0,1
"nr_int_4",-1.83382326911049,0.111270628550354,-2.05727428153373,-1.90857134322977,-1.82905071285165,-1.75533743144305,-1.62197233787069,1.01761087052277,342,0,1
"nr_int_5",-2.08933710905406,0.107960828209478,-2.2916872521424,-2.16488268131946,-2.08925179691368,-2.01221558595345,-1.88586987757107,1.10281534665317,20,0,1
"nr_int_6",-2.51496280859436,0.122664492143269,-2.78237509843217,-2.59315887205024,-2.50628150250663,-2.43666354029911,-2.26258270178951,1.01902421884372,91,0,1
"T1_imputed_total",257927.173333333,12007.859062414,234496.5,249627.5,258110,266272.5,281026.25,1.0048782260943,368,0,1
"T2_imputed_total",1324916.48666667,32982.0572886504,1269704.75,1300087.5,1321585,1348695,1388427,1.01989902971184,1500,0,1
"T3_imputed_total",2057609.90666667,14168.0564983787,2029657.5,2047980,2057375,2067085,2084935.75,1.00035432729047,1500,0,1
"T4_imputed_total",1855638.16666667,23375.3917214445,1808019.5,1840750,1856040,1871032.5,1903161.25,0.999345970705363,1500,0,1
"T5_imputed_total",32345737.7193241,65706.270615256,32216748.2677649,32298733.9388595,32345174.9628916,32392258.6387162,32477376.5048765,1.00185040624074,816,0,1
"T6_imputed_total",33431171.2733701,118469.838451846,33211560.7469569,33350815.7149851,33430601.6699912,33507345.3010639,33673241.793224,1.00501584786867,287,0,1
"deviance",117412.644710153,144.793678031644,117133.430085915,117315.027357932,117413.433160939,117511.746339224,117688.403583706,1.0173586643162,115,0,1
