"parameter","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"alpha1",0.215871508210716,0.138207989789982,-0.0577696577368386,0.114049787455172,0.218435907529593,0.317749277993816,0.463012169462798,1.14985971740406,15,1,0.936
"alpha2",-0.500969442237654,0.0537372467187885,-0.60699721314465,-0.538129051657016,-0.501291409615841,-0.464350775915632,-0.400186545186553,1.08758975045192,25,0,1
"alpha3",0.124050968094486,0.0410930975836734,0.044543869989497,0.096102262660096,0.123803333870894,0.15065748494368,0.204182728796574,1.00007536654349,1500,0,0.997333333333333
"alpha4",-0.334234670667196,0.0666011314662751,-0.474417002044026,-0.376456433955352,-0.334610453919414,-0.289694363502772,-0.202693739790084,1.02122219339165,148,0,1
"alpha5",10.0674676191722,0.0965382774559801,9.87124997699968,10.0024565940274,10.0701981520488,10.1327794441182,10.2540558210705,1.01059047447915,141,0,1
"alpha6",5.3484518494932,0.240125772902603,4.90129625158672,5.18158424193354,5.3409435623132,5.50773322202543,5.8485440017276,1.0132954254076,114,0,1
"beta1w",-0.0049805223444355,0.000413986525907294,-0.00573809605635907,-0.00527226208228284,-0.00501130597302034,-0.0046710927921714,-0.00419285807595171,1.27613241790216,9,0,1
"beta21",1.03023816936737,0.120037314584867,0.788442901016014,0.944600392969376,1.02642970946113,1.10994661943206,1.26997091385244,1.01938237529219,148,0,1
"beta31",-0.53892205506458,0.13007744669107,-0.790633225711873,-0.625339792073985,-0.546115999568299,-0.458093486133455,-0.275993391361254,1.00350476388301,680,0,0.999333333333333
"beta32",0.853568379729547,0.0699181728539588,0.717987378501345,0.805174094686776,0.851744689344358,0.901064823228721,0.989758270785603,1.00036403063471,1500,0,1
"beta41",0.313120074125116,0.166591200422409,0.0040584085106627,0.199540247921471,0.309407252005222,0.42677940525025,0.644271318477525,1.07079978529115,31,0,0.976
"beta42",-0.359195824253713,0.0852829281123216,-0.523985439162479,-0.417648941198873,-0.360557445076877,-0.300965259343336,-0.193652368027494,1.01710560302022,94,0,1
"beta43",1.00320946860427,0.0831483818889834,0.846101861893333,0.944041677263311,1.00026864851405,1.05842190974513,1.16742499445691,1.00512972861201,1297,0,1
