"parameter","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"alpha1",-0.0701967737383534,0.123608088511367,-0.302650878641791,-0.154176245170649,-0.0713367936339628,0.00834020277942565,0.171754128902072,1.01814292076292,214,1,0.732
"alpha2",-0.466989511975142,0.0496204316312541,-0.571118071314812,-0.499224350296427,-0.46528033531479,-0.433529055134126,-0.370756571114521,1.03400371884107,299,0,1
"alpha3",0.177382561365308,0.0417603740383493,0.0923762693551706,0.150830257154269,0.177840864259187,0.205807080999037,0.257024486880153,1.00031237317798,1500,0,1
"alpha4",-0.30135162972072,0.0678353542125468,-0.428569525364457,-0.34729338258836,-0.303537364654727,-0.256131747506516,-0.165007611370638,1.00471114266683,467,0,1
"alpha5",10.0239690798763,0.0949677647765073,9.83628277363396,9.96083894290505,10.0245168265241,10.0881723156478,10.2141580143373,1.00258263434001,470,0,1
"alpha6",5.09435650079263,0.258300238603198,4.58500382863289,4.91487594659466,5.10135740384059,5.27226978233317,5.57458378406647,0.99950940814166,1500,0,1
"beta1w",-0.00433738192779353,0.000335135946202584,-0.00508291112544985,-0.00455361241646779,-0.00432480397609763,-0.00410727967461783,-0.00372486498668475,1.05492930406968,35,0,1
"beta21",1.25282844139962,0.132618428676369,0.999225655611542,1.16627249379352,1.24885755802763,1.33778737478167,1.52420769429652,1.00108050394566,1500,0,1
"beta31",-0.72387133265793,0.160764753141557,-1.04862331502028,-0.832166740163947,-0.718065395417758,-0.608832987835572,-0.431750831693986,1.024042605669,77,0,1
"beta32",0.867589022073776,0.0762652679334858,0.71973756501042,0.815829001159964,0.864738844168963,0.919815130002954,1.01525938404885,1.00556612152009,253,0,1
"beta41",0.214810316640049,0.194311276815459,-0.156940876424132,0.0794257034934783,0.212004389593727,0.354059214038525,0.584547820815751,1.0014260749396,1500,1,0.866
"beta42",-0.372915587151782,0.0974121028020577,-0.557752998321112,-0.443837253222971,-0.374405133730663,-0.305314043711638,-0.180659036057548,1.00631752976227,1019,0,1
"beta43",1.11825448446599,0.0875512233146253,0.944689006411408,1.0612236483333,1.11986319844029,1.1806705337614,1.2776806339211,1.01171844442537,164,0,1
"beta51",2.12281444038526,0.179263612056616,1.76692131837866,2.0022976716158,2.12395160615969,2.24647170651733,2.47353608148598,1.01039696291587,1500,0,1
"beta52",-1.46094489136697,0.111087549296255,-1.67151142521186,-1.53671394352937,-1.46397152393563,-1.3928328047958,-1.23556508389261,1.00300774918147,1500,0,1
"beta53",0.957606284030729,0.109856860557198,0.743122737853419,0.881810737439471,0.960735607749308,1.02857793913188,1.17668262069916,1.00306677469148,510,0,1
"beta54",-0.973580596374575,0.120609240248447,-1.20570269117482,-1.06104203105339,-0.972259321597508,-0.89232870076388,-0.729345741082061,0.999420196521815,1500,0,1
"beta61",0.980664075018347,0.294137244300204,0.386809900242868,0.77549677046995,0.991651603178362,1.18626956509181,1.54943732545654,1.01204695548683,131,0,1
"beta62",0.536046130077302,0.155937737622495,0.226019912810886,0.425777339384783,0.538394443913513,0.644529845156618,0.826227683042832,1.00211081210235,990,0,1
"beta63",-1.01580868732766,0.156986229279817,-1.31629679312741,-1.12012319499306,-1.02290799072023,-0.910187843124109,-0.704670750624778,1.00202290450669,624,0,1
"beta64",0.895254744306147,0.164832818818962,0.570764954723888,0.78435579354659,0.898578707104148,1.01217403898974,1.21099165368709,1.00253629538059,1500,0,1
"beta65",0.4822141491182,0.0230957745238397,0.43782687548271,0.46684058860989,0.482280464508911,0.498015633803033,0.524862840892043,1.00114749669451,894,0,1
"sigma5",2.96909693547896,0.0337215489041718,2.90527471401658,2.9458947874025,2.96831213982586,2.99134875560171,3.0377737675536,1.00930163447764,1500,0,1
