"parameter","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"alpha1",0.165277250511415,0.109204775674034,-0.0499854488512378,0.0944758273269206,0.167208825044596,0.241438991059278,0.375582787549367,1.04103362409966,86,1,0.933333333333333
"alpha2",-0.512872139645862,0.0462183454395843,-0.600605378186536,-0.542883118799911,-0.51406008998605,-0.482411927828682,-0.424555520386533,1.06705814002699,28,0,1
"alpha3",0.202628252688395,0.0397421303313533,0.123381728231889,0.177389447876925,0.202898483769854,0.229567143161406,0.280538157215279,1.01904105997705,88,0,1
"alpha4",-0.312020347802626,0.0657021119256332,-0.440481116487645,-0.358883037348839,-0.311357812621863,-0.264798008806978,-0.19188684501548,1.01666033069048,95,0,1
"alpha5",10.0679883354145,0.0956710662920456,9.88739735111037,10.0032016321476,10.0695829131147,10.130920843126,10.2620095492682,1.00139905171537,875,0,1
"alpha6",4.53326058883215,0.24349383519576,4.06244578177473,4.37018314572503,4.53037410799633,4.69759071070269,5.01447297974765,1.00266791810172,1081,0,1
"beta1w",-0.00494031449330747,0.000295352603239137,-0.00548933247699961,-0.00513562651490749,-0.00496459153186603,-0.00473624568638136,-0.00431402404683852,1.02488989371476,360,0,1
"beta21",1.29776939671099,0.125116644858172,1.06130216683893,1.212055529938,1.29661433381481,1.37941534095291,1.54779688819525,1.02468870645778,130,0,1
"beta31",-1.03026608637034,0.140956232624223,-1.3156135001246,-1.12487734674291,-1.02798502983143,-0.932958716159695,-0.756020484678034,1.00715767932621,203,0,1
"beta32",1.00329852178442,0.0804756570753622,0.840416142433797,0.950774799227629,1.00433542394935,1.05748436190784,1.160677392537,1.01426308619622,116,0,1
"beta41",0.16423664094455,0.155361501861834,-0.133569727857392,0.0586166047998554,0.158715856686716,0.272309257245992,0.461073780299925,1.00187972876836,597,1,0.852666666666667
"beta42",-0.425402092949512,0.0831183634342908,-0.583442813501324,-0.48236777009061,-0.42811955260329,-0.370019480694692,-0.255129035800613,1.00129805749496,976,0,1
"beta43",1.05587596024475,0.0844760159835939,0.898338481314787,0.99744101659051,1.05548470632971,1.11157620616455,1.22317355750807,1.00157190573993,1500,0,1
"beta51",1.81770875399533,0.167362621544707,1.48523892950817,1.71241408854555,1.82515459706601,1.92619211463607,2.14584352767106,1.00799113551295,214,0,1
"beta52",-1.55045385686761,0.111458569741037,-1.76854934168447,-1.62703314939552,-1.55140174569059,-1.47565092942881,-1.33248713618316,1.03643416956709,47,0,1
