"parameter","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"alpha1",0.249395355177024,0.121982949841467,-0.0210402927947762,0.173929020433629,0.26133361683695,0.332898915249268,0.460521934068305,1.00236614191246,505,1,0.970666666666667
"alpha2",-0.471442905468251,0.0459515718535244,-0.561203705804324,-0.503686969183879,-0.470855888839461,-0.440004983595779,-0.379911072186061,1.33237945410784,8,0,1
"alpha3",0.262938805864436,0.0410717461385865,0.184702243538455,0.233642117616343,0.262844790033093,0.291093369562963,0.340937238792372,1.00353977585976,826,0,1
"alpha4",-0.312598535631519,0.0708880698898035,-0.448870757692072,-0.359876408630323,-0.312257385482613,-0.265462406021385,-0.178201686502953,0.999692534955805,1500,0,1
"alpha5",9.76554363778199,0.0975440695041317,9.56843622620677,9.7006861251574,9.76795525358321,9.83186932137662,9.94748607576599,1.00902986640294,182,0,1
"alpha6",4.94732599752468,0.243382930475404,4.50725349317052,4.77702602789202,4.94222731360539,5.11011239448888,5.4408858778565,1.00033710813943,1500,0,1
"beta1w",-0.00515235925220694,0.000359302937688067,-0.00586109908107954,-0.00539427021150352,-0.00516598390277985,-0.00492401507798111,-0.00440084773857616,1.00303290089328,558,0,1
"beta21",1.15941912341436,0.107151187136384,0.955635364636244,1.08784273526094,1.15637882182363,1.23371721396723,1.37686365449257,1.04473526067178,40,0,1
"beta31",-0.927584733962336,0.128470177401538,-1.19623512731019,-1.0071588754901,-0.92956961709426,-0.842175185005332,-0.681847700218736,1.00226740726037,1500,0,1
"beta32",0.895485580846476,0.0742336891388273,0.755804508600852,0.845847693043532,0.895687518863663,0.944933485369729,1.04352029473211,1.00666343257581,223,0,1
"beta41",0.64426673340781,0.179389632726292,0.321022470841492,0.522540926189015,0.637296433097647,0.758132480436068,1.02254155351664,1.0234038535771,69,0,1
"beta42",-0.535993609667545,0.0938126693499997,-0.727330574520485,-0.601745737683846,-0.530282899257209,-0.47238129869222,-0.361834270812345,1.02122705097729,76,0,1
"beta43",1.08162945658111,0.0889228491829555,0.905869801853792,1.02323338034246,1.08196540249439,1.14181960169454,1.26017467078544,0.999945801734967,1500,0,1
"beta51",2.42749966268557,0.164800677200832,2.10917961061562,2.31622133375914,2.4290670657737,2.53456413169945,2.77446079325993,1.00050165369357,1324,0,1
"beta52",-1.45401308077826,0.113826268214913,-1.67696530795925,-1.53443910457012,-1.45302547599798,-1.37711484192909,-1.23449561988132,1.07366483743575,27,0,1
"beta53",1.30597873865243,0.108725301396896,1.10044135336049,1.23343069121004,1.303075051706,1.37656451581594,1.52986997672898,1.01863961073487,84,0,1
"beta54",-0.987256305925537,0.12598300169335,-1.2220939077916,-1.07147129790645,-0.989193203651652,-0.905128245427243,-0.730539184491268,0.999565280426895,1500,0,1
"beta61",1.25584649121146,0.287941692132759,0.716728020633967,1.05623863960998,1.25785706838132,1.45483054494115,1.79845759385254,1.0006223654957,1227,0,1
"beta62",0.522491570640027,0.160537393023261,0.210219983235556,0.415614265460388,0.519726916698969,0.631663696727359,0.838179223073269,1.03085977559876,54,0,0.998666666666667
"beta63",-1.38023863804841,0.149327257990033,-1.66564156397332,-1.47910373188387,-1.38369105360128,-1.28014259490582,-1.08762216053405,1.00144873213419,1500,0,1
"beta64",0.838097151672166,0.167656087719366,0.518649320073375,0.716835118287164,0.835305528399165,0.956771042565309,1.16932888283205,0.999513558804767,1500,0,1
"beta65",0.52777196544459,0.0220068665459202,0.485835775565648,0.512275951545099,0.528188102093991,0.542746249070175,0.572387964406561,1.00048759628446,1500,0,1
"sigma5",2.96824733119637,0.0323039448180362,2.90656254293239,2.94681267351162,2.96813425982745,2.98878914163618,3.03509314953439,1.00469268894827,325,0,1
