"parameter","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"beta52",-1.58462523521476,0.11947843681781,-1.81329481485591,-1.6643036567211,-1.58451482522894,-1.50300141423123,-1.35270853706227,1.01157319320152,363,0,1
"beta53",0.801302634238274,0.113161361415844,0.575723849866195,0.722218087082348,0.807006447275217,0.879321851427398,1.01140815183094,1.00165281424859,654,0,1
"beta54",-0.924977440564029,0.130498187891082,-1.17125173852775,-1.01500915350612,-0.924038853567277,-0.839223838870892,-0.668017289047068,1.00095608076185,1499,0,1
"beta61",1.17824122592359,0.290953081588666,0.596693031832499,0.987052883927613,1.18145831914522,1.37054568904726,1.73324895254258,1.00758650805725,189,0,1
"beta62",0.642779254972676,0.159934081049767,0.314213798903002,0.534147746901632,0.639174051273317,0.750930160467395,0.958806563558212,1.02983744443261,69,0,1
"beta63",-0.972457427349318,0.152838454203484,-1.26717027752339,-1.07467387038525,-0.97963444275457,-0.859447850337252,-0.681068649432527,1.00523077448753,1079,0,1
"beta64",0.620949661002366,0.167451357252245,0.285525086191077,0.507451469586706,0.619636480621609,0.737003027769545,0.940495167124243,1.00164717711707,764,0,1
"beta65",0.48583475505841,0.020977537465534,0.444042668999381,0.471899873588573,0.485738063507678,0.499830286393646,0.525238217999197,1.01064446697871,139,0,1
"sigma5",3.00693931123768,0.0342101715660353,2.94182203741783,2.98384665720795,3.00664203045996,3.02932136065226,3.07260730177733,1.00612949888505,1500,0,1
"sigma6",4.02806884866261,0.0428693309857987,3.94047829998583,4.00028700953728,4.02794044658105,4.05604848738145,4.11268207886597,1.00565713462928,284,0,1
"tau5",0.110641772075583,0.0025167017710439,0.105921933961962,0.108970590944474,0.110620737995999,0.112317389044384,0.115549270132271,1.00559373611724,1500,0,1
"tau6",0.0616529354575856,0.0013130597232957,0.0591220834337772,0.0607846225021903,0.06163592504569,0.0624910319200016,0.0644024100936807,1.00586131629798,278,0,1
"nr_int_1",-0.102250215283569,0.124988477825398,-0.379298153998506,-0.172683369243093,-0.100249579667975,-0.0241105453863106,0.133450425008699,1.02707608658855,74,1,0.809333333333333
"nr_int_2",0.263720182980231,0.272012021309912,-0.528599340073957,0.117788535061657,0.294773587764294,0.442044816939955,0.726571124073116,1.18557015090645,72,1,0.871333333333333
"nr_int_3",-1.95747846654203,0.128336736242972,-2.23826502465125,-2.04671797714158,-1.94727535694417,-1.86324257940614,-1.73570134091706,1.04974299902663,72,0,1
"nr_int_4",-1.69500158517755,0.100809128346111,-1.90039525586125,-1.75708425916763,-1.68915184704865,-1.62708852124962,-1.51596536500105,1.02210791900946,1500,0,1
"nr_int_5",-1.86467772581495,0.11956106617462,-2.09298318103278,-1.9470651217692,-1.86969166603217,-1.78400397390103,-1.63652416214937,1.03782340957719,53,0,1
"nr_int_6",-2.25812757255738,0.142311431228621,-2.49403452555582,-2.36681174173961,-2.2621706427912,-2.17148690848203,-1.96611836433857,1.1020956436216,21,0,1
"T1_imputed_total",259581.306666667,11698.1020292473,236687,251465,259825,267890,281191,1.046451958787,39,0,1
"T2_imputed_total",1334283.38666667,29772.9766862109,1279357.5,1315182.5,1332810,1351665,1405296,1.14550211437296,55,0,1
"T3_imputed_total",2051940.61333333,14119.1547850802,2024138.25,2042597.5,2051545,2061082.5,2079835.25,1.00012194464952,1500,0,1
"T4_imputed_total",1798286.02666667,23373.2265414639,1751693.25,1782390,1797715,1813682.5,1844536.75,1.00431770597599,1500,0,1
"T5_imputed_total",31791356.4475722,67208.7646962033,31659949.7478193,31744987.2737229,31793292.8125532,31837549.3143524,31924929.3557194,1.00020634369534,1500,0,1
"T6_imputed_total",32578403.7474167,112787.175205535,32354872.3389949,32506336.9328936,32579788.2648553,32652196.9950883,32803232.7727332,1.00258300067005,574,0,1
"deviance",115286.947141676,144.100254226677,114943.085990415,115199.112204468,115299.782715458,115381.147807891,115535.978782929,1.06053240523656,351,0,1
