"parameter","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"alpha1",0.105024821946824,0.104290105745626,-0.0956327471824696,0.0355883042045447,0.0989361333874004,0.182164907259998,0.298831269957156,1.07392068910774,27,1,0.856
"alpha2",-0.510239124716351,0.0463698916749658,-0.599006348954463,-0.542200153744041,-0.510663565506688,-0.480432105169075,-0.415486551476242,1.05504095137468,38,0,1
"alpha3",0.226981061157849,0.0409273509370167,0.147738759950883,0.199545934073299,0.227831831715999,0.254442561457493,0.307855206528746,1.00241680594199,644,0,1
"alpha4",-0.40709268716961,0.0645579988192888,-0.537351304483206,-0.449639713655645,-0.407382630085022,-0.365656329623149,-0.281448415853997,0.999708253046546,1500,0,1
"alpha5",9.79273616365643,0.0952925461143707,9.60387570301344,9.72786222589502,9.7908776671108,9.85839373856178,9.98183691025978,1.00242385563315,500,0,1
"alpha6",5.20235622988092,0.247814719562339,4.7158729979159,5.0419529972037,5.20692327029301,5.37173610138662,5.6779958093302,1.00659722306154,341,0,1
"beta1w",-0.00457940723520039,0.000257964426889933,-0.00504216015343412,-0.00476778674741287,-0.00458658204068388,-0.0044031082000889,-0.00403462648602862,1.00252685925918,1500,0,1
"beta21",1.23060583613925,0.12159014794909,1.00899654694551,1.14692992705067,1.22068372674635,1.30881973876315,1.47596809935908,1.0016409939323,657,0,1
"beta31",-0.846194996582121,0.137098177528702,-1.0944302892235,-0.943373070305793,-0.846947981901205,-0.754283131328458,-0.566575776122595,1.01966974265277,92,0,1
"beta32",0.819820508105293,0.0733123039848565,0.674034390861119,0.770440493821291,0.821414559227073,0.86967367018322,0.957604037226243,1.00264884281632,521,0,1
"beta41",0.638366152342145,0.162961008210154,0.321291997146555,0.524737684031639,0.636499050391025,0.749435351797306,0.954365209880925,0.99961989126523,1500,0,1
"beta42",-0.551542269432735,0.0878334933658232,-0.728430569928105,-0.609530870997094,-0.551940745445094,-0.493742361685578,-0.377379025872695,1.03731367253068,49,0,1
"beta43",1.31899832747383,0.089434728105349,1.14645363601713,1.25608074958356,1.31736383839641,1.38052126868495,1.4904034945184,1.01107681699122,145,0,1
"beta51",2.28944705706088,0.182782978921734,1.93167919087139,2.16350082622804,2.29834849892192,2.4126899912258,2.65005014010788,1.0156469748403,256,0,1
"beta52",-1.41680257970192,0.119935236846787,-1.65783603044433,-1.49918434695014,-1.41490066010438,-1.33186442086032,-1.18441841080752,1.002838507797,1164,0,1
"beta53",1.143132226064,0.109906097468762,0.94499414415788,1.06468106662885,1.13659419786503,1.21930207002705,1.36223439356298,1.0024321792333,1500,0,1
"beta54",-0.943460302123394,0.119358600151167,-1.17402102069597,-1.02486556763305,-0.944266056244713,-0.864349286313386,-0.710085355369617,1.00110732435759,1500,0,1
"beta61",0.761104371916485,0.261964764903577,0.252229789590809,0.581739296120953,0.76213618945541,0.941123838799601,1.25588413906484,1.00607894363043,1500,0,1
"beta62",0.566407219634094,0.153242318634156,0.269049828483268,0.46389808546485,0.562993916961465,0.66754436597667,0.865729875272979,1.04362358435448,41,0,1
