"parameter","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"alpha1",0.197907087273317,0.10485292710939,-0.00502165656456121,0.126969419511377,0.193405435558809,0.271930670028744,0.405552485220191,1.00246725637527,749,1,0.972
"alpha2",-0.529584585521307,0.0476339145891743,-0.619350519417765,-0.561075176191128,-0.530437935850078,-0.498446975651808,-0.432457295578659,1.25223446491623,10,0,1
"alpha3",0.178750476961423,0.0388689460265717,0.102396043014198,0.153292949480129,0.179272084039172,0.203861488104698,0.254427424130968,1.00248404605728,1500,0,1
"alpha4",-0.299364235680874,0.0645088060173608,-0.431283127540164,-0.341081324241503,-0.299673704798735,-0.25425438317255,-0.175314364616961,1.00011621068808,1500,0,1
"alpha5",9.81711220542431,0.0924605632363244,9.64303176081603,9.75463468749222,9.81697014219361,9.87934211806039,9.99366115439769,1.00870366490978,183,0,1
"alpha6",4.79583547844372,0.224208891571915,4.34983228138503,4.64519875114692,4.80292006986099,4.94682008524873,5.22474966496715,1.00980535771746,150,0,1
"beta1w",-0.00501189990025574,0.000264211870069378,-0.00555424839270138,-0.00518235519293538,-0.00501745341253254,-0.0048228114403807,-0.00451310558830068,1.02024718147963,1500,0,1
"beta21",1.02839006712792,0.118271143429767,0.806383922723213,0.944778274494435,1.02935689167457,1.10956479191834,1.26744059247439,1.03365954470407,50,0,1
"beta31",-0.475652110591201,0.136263931928905,-0.737563586027297,-0.564744019608787,-0.478344529031634,-0.386555522132104,-0.211976427867433,0.999909999911418,1500,0,1
"beta32",0.830478179948018,0.0709328959980062,0.691452568920696,0.78413378058556,0.830853315246685,0.875689767351865,0.981965293742431,1.00217651306646,586,0,1
"beta41",0.191085055273694,0.162476217492812,-0.114258457653184,0.0742066283448168,0.185808909990684,0.29913899347645,0.518856679652671,1.01499926850467,103,1,0.878666666666667
"beta42",-0.43029408475968,0.0793872098271346,-0.580766797842648,-0.48350879670528,-0.433608574202409,-0.376819697929246,-0.273608817024621,1.03887909138064,48,0,1
"beta43",1.12499365176049,0.0792215212803046,0.968755726368495,1.07119576294755,1.12565072294247,1.17888835461963,1.27771151836202,1.00300251562752,449,0,1
"beta51",2.20902788729921,0.182703769224045,1.86037295605781,2.0814975412947,2.20752710615145,2.33049831229944,2.58135093271271,1.02831528597926,68,0,1
"beta52",-1.37166781496916,0.113918068105562,-1.60114042802766,-1.44530176756172,-1.37488582432108,-1.2970755429875,-1.14472131504547,1.10866973002375,19,0,1
"beta53",0.915596987651759,0.106775633585388,0.709705107606447,0.842046165461355,0.914383216014382,0.989127702607622,1.13294351910255,1.00072353554732,1112,0,1
"beta54",-0.799121054108487,0.119763921615965,-1.02936796069312,-0.877573805936059,-0.800925874460229,-0.717740950899271,-0.564096375348,1.00348110621538,1500,0,1
"beta61",0.60310451640134,0.272751982861688,0.0822291889288826,0.416272747397621,0.599811853376101,0.798009292039809,1.12059408967972,1.00185048237483,804,0,0.991333333333333
"beta62",0.404846148695807,0.151405954162579,0.108958510728998,0.302569729819677,0.408336708431391,0.504930764364852,0.698949800899695,1.00563900579865,263,0,0.996
"beta63",-0.728431236862232,0.145340883926794,-1.01554587628336,-0.832911138407545,-0.725445445475627,-0.6280382672835,-0.445314802825793,1.00569302217218,1500,0,1
"beta64",0.825623908921366,0.158320314160066,0.523821633090097,0.718205850100517,0.81881256743049,0.930390911387177,1.14603692432961,0.999638727030207,1500,0,1
"beta65",0.510149271537547,0.0198914505297226,0.469114064040785,0.496707642461918,0.51048993023468,0.523847356789565,0.549381937429707,1.01898085215428,99,0,1
"sigma5",3.01446774658659,0.0331032003088134,2.94792566097082,2.99345006300073,3.01439049524434,3.03593786162612,3.07954593544609,1.06278027592966,30,0,1
"sigma6",3.95186345602645,0.0402634191342131,3.871639111944,3.92548187756713,3.95243671108874,3.97922502178563,4.03173114803301,1.00871466821703,525,0,1
"tau5",0.11008694533202,0.00241982537748103,0.105445154363157,0.108496129019086,0.110052769604209,0.111597885247498,0.115071280597149,1.06153161522111,30,0,1
"tau6",0.0640518269624539,0.0013078607045036,0.0615200772913905,0.0631543112897086,0.0640132903783048,0.0648954199567499,0.06671297088426,1.00832119004246,572,0,1
"nr_int_1",-0.340115987360324,0.129482742130247,-0.595272539458331,-0.427055678488913,-0.341632291061561,-0.252084950163584,-0.0805428334033137,1.03244025460604,70,0,0.998
"nr_int_2",0.628813725656436,0.198890821040257,0.211462820742869,0.487152010608934,0.66641886872359,0.777050870835144,0.958918622306623,1.64657604717952,5,0,1
"nr_int_3",-1.93296721440676,0.132066139122717,-2.17265536272018,-2.02652429312887,-1.93509398362221,-1.84993184577589,-1.66747279387035,1.05553646384743,173,0,1
"nr_int_4",-1.52776947886694,0.0917074786008457,-1.71293769118722,-1.58844163670914,-1.52777400757667,-1.46540364790526,-1.34612264127284,1.03688212642215,49,0,1
"nr_int_5",-1.99873335139426,0.134002295005703,-2.2502151585952,-2.09001581030217,-1.9998128366482,-1.91150070167907,-1.73469788104422,1.01569385233175,99,0,1
"nr_int_6",-2.29192850936167,0.111825484096017,-2.53426176216194,-2.36062710312983,-2.28898681244736,-2.22006032893646,-2.08127380765729,1.08282913303733,141,0,1
"T1_imputed_total",259843.766666667,13979.4218204895,232347,249680,260105,269822.5,285256.25,1.00262823845559,1022,0,1
"T2_imputed_total",1376296.76,25920.8241198288,1324514.75,1359212.5,1375065,1393565,1427320.75,1.41750674969147,7,0,1
"T3_imputed_total",2101735.51333333,15323.577078459,2072901.25,2090917.5,2102210,2112582.5,2132576.75,1.00202956882555,749,0,1
"T4_imputed_total",1938410.66,23709.3226928305,1891342.5,1922585,1937810,1954355,1985826.75,1.01112965289433,207,0,1
"T5_imputed_total",33521215.4400689,66763.1599515165,33391229.8614931,33477057.8179318,33521753.0606906,33567296.8640827,33652203.1533838,1.00334573745674,1002,0,1
"T6_imputed_total",34708855.149086,123080.989895876,34464437.6989557,34630514.8180271,34707243.7312202,34787475.4710311,34968082.721166,1.00188700949901,870,0,1
"deviance",119831.472829205,109.499213670663,119618.161682849,119753.663321126,119835.567112099,119905.897734855,120045.74344976,1.03143423099607,54,0,1
