"parameter","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"beta65",0.518420450444705,0.0215415956275145,0.475888863694665,0.504316200065271,0.518724403143615,0.532478806113483,0.559833004061023,0.99983519714762,1500,0,1
"sigma5",3.01535216706266,0.0336429083580489,2.95083300416703,2.99347735573724,3.01420047146764,3.03660609543592,3.08075580824605,1.02044699537696,91,0,1
"sigma6",4.01961807820816,0.0448131861346747,3.92896031104508,3.98946739546534,4.01860326304143,4.05069467613101,4.1091428341118,1.0014419314727,721,0,1
"tau5",0.110023561879823,0.00245054129157379,0.105362350361209,0.108448383061927,0.110066646190257,0.111595850320171,0.114844641613096,1.02168884233609,89,0,1
"tau6",0.0619144967834832,0.00138172133567961,0.059224005497274,0.0609454069992018,0.0619226786800515,0.0628304485836285,0.0647805630371019,1.00142512694165,724,0,1
"nr_int_1",-0.215536882933584,0.124250252338361,-0.446929188777369,-0.307534648976643,-0.218445063788261,-0.128549310518911,0.0175538240831838,1.04760059588264,41,1,0.962
"nr_int_2",0.388758097340232,0.212481098300928,0.00111440632909605,0.24125569975576,0.377466195078653,0.54928909292552,0.80037982175928,1.04031525671617,133,0,0.976666666666667
"nr_int_3",-1.78396348752633,0.159658651997594,-2.04715961720299,-1.90164558635814,-1.80123455265469,-1.67442431957111,-1.46189503466529,1.46057394389872,6,0,1
"nr_int_4",-1.77501278965251,0.107610481900096,-2.02039686980259,-1.84258204196495,-1.77724112741154,-1.70492221004606,-1.54811038982769,1.00292421477114,1500,0,1
"nr_int_5",-2.09651305728941,0.114731752560008,-2.31838708769744,-2.17000723867243,-2.09855055896537,-2.01876995101007,-1.88199717788195,1.05604369869225,35,0,1
"nr_int_6",-2.27570343364526,0.14449026895905,-2.520249358442,-2.38176177158405,-2.28888298196105,-2.17064604917679,-1.96958520591158,1.1463707374744,16,0,1
"T1_imputed_total",253766.32,13427.2264919122,228682.25,244362.5,252930,263372.5,278986.25,1.00228170925838,687,0,1
"T2_imputed_total",1338591.23333333,25110.1133969714,1288627,1320617.5,1337785,1357185,1385050.5,1.07049104697065,61,0,1
"T3_imputed_total",2023694.61333333,14036.6239218899,1996614.25,2014205,2023425,2033370,2052270.5,1.03682273247767,46,0,1
"T4_imputed_total",1765773.89333333,23376.5814841095,1719527,1750552.5,1765720,1780762.5,1814228.25,1.00078489052092,1500,0,1
"T5_imputed_total",31821519.1025446,61595.7162798565,31698456.9099097,31781039.8045022,31821454.5477636,31862360.8356039,31940914.5047299,1.00176334036139,650,0,1
"T6_imputed_total",32800895.7410507,125969.444243877,32554293.3481848,32712705.4593246,32802324.5711057,32886199.5802521,33044407.6418127,1.0008277701473,1500,0,1
"deviance",117114.88086562,128.167886429404,116864.648946739,117020.721730238,117119.344458413,117205.842280228,117354.634573669,1.05650454320612,35,0,1
