"parameter","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"alpha1",0.19382545890294,0.115530314100741,-0.0198177563030252,0.109932248979182,0.193107251721395,0.274576542700681,0.415400824745303,1.01856739908473,101,1,0.949333333333333
"alpha2",-0.478815218182077,0.051616893513631,-0.585864714380448,-0.511588430266922,-0.475985565367169,-0.445716805140667,-0.376692558886908,1.16502673685497,14,0,1
"alpha3",0.251587509669589,0.0404088627410679,0.171908179568115,0.225308007471044,0.252830630302506,0.277945616850086,0.329847269456428,1.00173797198779,1500,0,1
"alpha4",-0.322470971795705,0.069479638149947,-0.453859967681101,-0.373136947935776,-0.32024271999184,-0.275967865652481,-0.188793379488683,1.0067222696711,254,0,1
"alpha5",10.0630550789479,0.0982608109395733,9.87982003968521,9.99572809128286,10.0625820472099,10.1277602225621,10.2625117370376,1.01663042418938,101,0,1
"alpha6",5.22817845578261,0.238802523559665,4.75767082675875,5.07373422095498,5.22136318801805,5.3884255593114,5.69218343129321,1.00033151132328,1500,0,1
"beta1w",-0.00497043985967497,0.000277520480355325,-0.00547627602608567,-0.00518124036445486,-0.00496306537669093,-0.00476766310162564,-0.00442816042589502,1.04530838275539,41,0,1
"beta21",1.20494718342073,0.112584194634668,0.984927552165273,1.12933402466446,1.20555365800116,1.28114738051356,1.41646486904481,1.02865835213183,60,0,1
"beta31",-0.827876718763014,0.145159158077751,-1.11043612349508,-0.931970970827644,-0.830709824830843,-0.725179857111562,-0.541931542200067,1.00317551698688,1275,0,1
"beta32",0.827772202599156,0.0756915897016005,0.678943980913282,0.778573466679413,0.825940144982292,0.876236349466692,0.978492726259281,1.00860413461235,193,0,1
"beta41",0.278669969494197,0.191470018105056,-0.073245672613624,0.142557732656524,0.2727230834398,0.41670656455816,0.645576078131026,1.03038898201296,55,1,0.924666666666667
"beta42",-0.37802651648054,0.0844036977470038,-0.54319378399403,-0.436716784286715,-0.379194581343273,-0.323308677876952,-0.214350617861654,1.00203711298704,1500,0,1
"beta43",1.12331736925075,0.083046417054481,0.965913187426635,1.06448636013274,1.12637963748789,1.18289624657232,1.28167682218936,1.00616640749049,478,0,1
"beta51",1.66072415499063,0.181861483296866,1.2910493200672,1.53958772186802,1.66789124215055,1.78558940927997,2.00703713736705,1.00038464838212,1500,0,1
"beta52",-1.5556324060692,0.109405126630627,-1.7711384623981,-1.62503842896159,-1.55503264956488,-1.48107868827026,-1.33490556252848,1.05041386504457,36,0,1
"beta53",1.08788235527216,0.106201024483502,0.8776914788595,1.01713441899558,1.08894781000623,1.15700767308291,1.29772232483796,1.00369402241356,715,0,1
"beta54",-1.01526032116646,0.122324932829826,-1.24536059585009,-1.10028214870673,-1.01467999514264,-0.934231571835527,-0.768374466394357,1.00295138328949,1500,0,1
"beta61",1.5349589350699,0.28885476578652,0.943914221541145,1.35764790454576,1.53547446789061,1.72726450950069,2.0845025042238,1.00096420102864,1500,0,1
"beta62",0.237875574551956,0.154659215513226,-0.068812038657952,0.134685919874485,0.233689669292604,0.333853771382113,0.547353925581777,1.00695859812285,214,1,0.937333333333333
"beta63",-0.890759489660601,0.156254600735722,-1.18412988775709,-0.993476250716355,-0.892928315662804,-0.788856018286507,-0.584952837774491,1.00219473210775,532,0,1
"beta64",0.627353808834856,0.166728906192075,0.298614751667267,0.520674464244913,0.62532852922965,0.737185756078876,0.973730524217205,1.00254133924481,561,0,1
"beta65",0.483486431356185,0.0204977149839585,0.444257214751166,0.469609160057196,0.483016338624781,0.497151808038365,0.524297245837368,0.999485766826604,1500,0,1
"sigma5",3.04923748526671,0.0318700041794755,2.98265898877247,3.02869534312763,3.05044402007312,3.06899516875205,3.11147577341546,1.00347924963559,1370,0,1
"sigma6",3.88337764561698,0.0410746640706947,3.79607387066314,3.85648397651769,3.8852984576637,3.91067797646438,3.96012461779981,1.0023134829017,573,0,1
"tau5",0.107587052007206,0.00225421965557807,0.103292118545275,0.106171411388914,0.10746669207398,0.109015642958848,0.112406854375323,1.00373843100837,1258,0,1
"tau6",0.0663325732242155,0.00140815445985313,0.0637649898581049,0.0653876740187779,0.0662447139040275,0.0672383330266538,0.0693954087679666,1.00250308857474,565,0,1
"nr_int_1",-0.450211520004744,0.141549535136398,-0.700240503410772,-0.552179840520718,-0.458414245835483,-0.351205836735013,-0.16867709588961,1.1878692734644,12,0,0.998
"nr_int_2",0.319753644480271,0.218010865169272,-0.127541091695006,0.20089688033249,0.308527734927631,0.445698474160857,0.772535028337549,1.71817255787728,5,1,0.915333333333333
"nr_int_3",-2.09819144989379,0.146298598428221,-2.39600637047069,-2.19852404473211,-2.09985569444117,-2.00524852081784,-1.80569223296797,1.00143376794111,1500,0,1
"nr_int_4",-1.82410237645151,0.113192982055569,-2.11038376225569,-1.88948417141129,-1.81952430579629,-1.75221879490128,-1.6094258060668,1.06114142172131,47,0,1
"nr_int_5",-2.05295461726166,0.116377832984878,-2.29312346901425,-2.13010824924742,-2.04993519105526,-1.97693459614165,-1.83143754068562,1.03750611120847,55,0,1
"nr_int_6",-2.48180184563959,0.118861312586853,-2.71612733512601,-2.56803029948936,-2.48775470573386,-2.400701420361,-2.25483433660985,1.016511270106,108,0,1
"T1_imputed_total",254825.853333333,11626.2073639803,231731.25,246760,255065,262832.5,277377.5,1.00028626013283,1500,0,1
"T2_imputed_total",1376319.88,30291.8887328099,1310223,1358855,1378170,1396855,1431463.75,1.32625139790973,8,0,1
"T3_imputed_total",2134538.8,14460.5369833407,2106114.75,2124670,2135200,2143960,2162512,1.00224580961771,1500,0,1
"T4_imputed_total",1929772.94666667,23980.3611940929,1883603,1913572.5,1930020,1946240,1976419.5,1.00559674382071,307,0,1
"T5_imputed_total",33339477.4550262,66393.3831035269,33208860.3112476,33295397.1424795,33339889.8546704,33386327.6763444,33469222.0301518,1.00224709569846,1353,0,1
"T6_imputed_total",34214115.0068261,123664.874421277,33966226.9894053,34132959.8115573,34217370.3803598,34295956.4910499,34458826.9098876,0.999548177453495,1500,0,1
"deviance",115905.250852152,120.210933477682,115667.923655732,115825.612500784,115906.049409948,115983.440513361,116134.557541707,1.13461051686091,16,0,1
